time,tasmax,tasmin,rsds,ps,pr,sfcWind
2000-06-24 12:00:00,33.58023,23.244781,255.83434,98356.75,8.2430546e-05,1.1905085
2000-06-25 12:00:00,33.46942,22.441833,283.4547,98328.305,3.0666666e-05,1.053496
2000-06-26 12:00:00,33.645782,21.137634,266.5722,98446.08,2.043639e-05,0.20927078
2000-06-27 12:00:00,30.969269,18.867523,283.49237,98420.01,2.6059626e-05,0.89508736
2000-06-28 12:00:00,30.060059,20.328247,185.82622,98307.57,0.0001216457,0.6825251
2000-06-29 12:00:00,26.21231,20.608398,193.00629,98420.39,6.432891e-05,1.139092
2000-06-30 12:00:00,29.596405,21.551575,305.33286,98838.18,0.0,1.108038
2000-07-01 12:00:00,31.929169,22.38855,299.6114,98941.94,8.639665e-06,1.2089884
2000-07-02 12:00:00,33.17462,22.106964,298.23288,98697.78,8.582706e-09,1.24759
2000-07-03 12:00:00,35.600647,24.74112,329.41064,98393.1,5.2176697e-06,0.84903944
2000-07-04 12:00:00,33.362274,24.325348,244.38992,98481.72,1.9489657e-05,1.4103245
2000-07-05 12:00:00,31.298767,23.277893,251.73735,98433.59,3.8565595e-05,1.0627712
2000-07-06 12:00:00,29.48764,20.83081,122.6252,98479.34,0.00043210195,0.9147591
2000-07-07 12:00:00,28.315765,21.003937,208.99908,98407.79,0.00022082067,1.2395175
2000-07-08 12:00:00,31.599182,22.386261,322.99445,98241.72,0.0,1.5004073
2000-07-09 12:00:00,32.636658,23.081207,324.14908,98001.26,5.548024e-05,1.165757
2000-07-10 12:00:00,29.533966,21.910553,253.88216,97932.93,9.0037734e-05,1.2633095
2000-07-11 12:00:00,28.207703,22.852692,239.35524,98044.766,2.390891e-05,1.3514177
2000-07-12 12:00:00,34.587585,22.677979,335.3737,98030.65,0.0,1.7159072
2000-07-13 12:00:00,35.80713,26.082031,259.01538,98037.76,1.9643466e-07,1.4378533
2000-07-14 12:00:00,34.21872,22.678772,223.54092,98167.04,1.799202e-05,0.94581705
2000-07-15 12:00:00,32.970276,23.803253,217.47226,98426.08,1.3926348e-05,0.7648333
2000-07-16 12:00:00,32.442413,24.661255,195.5179,98562.06,2.2866345e-05,0.72753805
2000-07-17 12:00:00,28.902466,23.221558,177.94778,98528.94,2.6171378e-05,1.2239395
